firstName,surname,id,team,season,jumperNumber,position,providerId,dateOfBirth,draftYear,heightInCm,weightInKg,recruitedFrom,debutYear,draftType,draftPosition,data_accessed
Dylan,Stephens,3734,North Melbourne,2026,15,MIDFIELDER,CD_I1004848,8/01/2001,2019,184,0,Red Cliffs (Vic)/Walkerville (SA)/St Peter's Coll (SA)/Norwood (SANFL)/Sydney Swans,2020,nationalDraft,5,27/04/2026
Tristan,Xerri,1694,North Melbourne,2026,38,RUCK,CD_I1004965,15/03/1999,2017,202,0,Caroline Springs (Vic)/Western U18,2020,nationalDraft,72,27/04/2026
Bailey,Scott,1837,North Melbourne,2026,8,MIDFIELDER,CD_I1006058,9/07/2000,2018,186,0,Broadbeach (Qld),2019,fatherSon,49,27/04/2026
Tom,Powell,4068,North Melbourne,2026,24,MEDIUM_FORWARD,CD_I1011659,2/03/2002,2020,184,0,Unley (SA)/Scotch College (SA)/Sturt (SANFL),2021,nationalDraft,13,27/04/2026
Charlie,Comben,2398,North Melbourne,2026,30,KEY_DEFENDER,CD_I1015781,20/07/2001,2019,199,0,Sale (Vic)/Catholic College Sale (Vic)/Gippsland U18,2021,nationalDraft,31,27/04/2026
Tom,Blamires,3181,North Melbourne,2026,39,MIDFIELDER,CD_I1015883,13/08/2002,2025,181,0,Old Brighton/Swinburne University/Frankston (VFL),2026,preseason,NA,27/04/2026
Josh,Goater,2487,North Melbourne,2026,31,MEDIUM_DEFENDER,CD_I1017118,2/06/2003,2021,190,0,Sunbury (Vic)/Sunbury College (Vic)/Calder U18,2022,nationalDraft,22,27/04/2026
Zac,Banch,11960,North Melbourne,2026,45,MEDIUM_FORWARD,CD_I1020930,21/01/2003,2025,173,0,Werribee (VFL)/North Melbourne (VFL),2025,other,2,27/04/2026
Jackson,Archer,5206,North Melbourne,2026,34,MEDIUM_DEFENDER,CD_I1020968,9/01/2003,2021,187,0,Park Orchards (Vic)/Whitefriars College (Vic)/Northern U18,2022,fatherSon,59,27/04/2026
Cooper,Harvey,6581,North Melbourne,2026,37,MEDIUM_FORWARD,CD_I1020979,12/07/2004,2022,180,0,Yarrambat (Vic)/Assumption College (Vic)/Northern U18,2023,fatherSon,56,27/04/2026
Robert,Hansen Jr,7536,North Melbourne,2026,46,MIDFIELDER_FORWARD,CD_I1023144,13/03/2004,2023,182,0,Mines Rovers (WA)/Trinity College (WA)/Subiaco (WAFL),2023,other,2,27/04/2026
George,Wardlaw,5508,North Melbourne,2026,6,MIDFIELDER,CD_I1023477,11/06/2004,2022,182,0,St Peters (Vic)/St Kevin's College (Vic)/Oakleigh U18,2023,nationalDraft,4,27/04/2026
Zane,Duursma,5423,North Melbourne,2026,7,MEDIUM_FORWARD,CD_I1023494,28/08/2005,2023,190,0,Foster Secondary College/Foster FNC/Gippsland U18,2024,nationalDraft,4,27/04/2026
Harry,Sheezel,5522,North Melbourne,2026,3,MIDFIELDER,CD_I1023518,13/10/2004,2022,185,0,Ajax (Vic)/Mount Scopus College (Vic)/Sandringham U18,2023,nationalDraft,3,27/04/2026
Jacob,Konstanty,5417,North Melbourne,2026,41,MEDIUM_FORWARD,CD_I1023530,9/11/2004,2022,177,0,Drouin (Vic)/Gippsland U18/Sydney Swans,2025,nationalDraft,20,27/04/2026
Brayden,George,5470,North Melbourne,2026,33,MEDIUM_FORWARD,CD_I1023544,13/01/2004,2022,187,0,Girgarre (Vic)/Wang Rovers (Vic)/Assumption Coll (Vic)/Murray U18,NA,nationalDraft,26,27/04/2026
Riley,Hardeman,7751,North Melbourne,2026,17,MEDIUM_DEFENDER,CD_I1023625,27/02/2005,2023,184,0,Caversham JFC (WA)/Swan Districts (WAFL),2024,nationalDraft,23,27/04/2026
Colby,McKercher,6706,North Melbourne,2026,10,MEDIUM_DEFENDER,CD_I1024272,12/04/2005,2023,182,0,Launceston (Tas)/Tasmania Devils U18,2024,nationalDraft,2,27/04/2026
Finn,O'Sullivan,9338,North Melbourne,2026,2,MIDFIELDER,CD_I1028495,30/05/2006,2024,183,0,Koroit FNC Inc/Oakleigh U18,2025,nationalDraft,2,27/04/2026
Matt,Whitlock,9273,North Melbourne,2026,35,KEY_DEFENDER,CD_I1028547,16/05/2006,2024,197,0,Shepparton FNC/Murray U18,2025,nationalDraft,27,27/04/2026
Wil,Dawson,8466,North Melbourne,2026,18,KEY_DEFENDER,CD_I1028551,20/12/2005,2023,200,0,Leongatha Junior Football Club (Vic)/U18,2024,nationalDraft,22,27/04/2026
Luke,Urquhart,8434,North Melbourne,2026,14,MIDFIELDER,CD_I1029281,19/09/2006,2024,185,0,Melville JFC/East Fremantle (WAFL),NA,nationalDraft,57,27/04/2026
Taylor,Goad,11031,North Melbourne,2026,22,RUCK,CD_I1031506,28/04/2005,2023,207,0,Willunga (SA)/South Adelaide (SANFL),NA,nationalDraft,20,27/04/2026
Blake,Thredgold,11228,North Melbourne,2026,23,KEY_DEFENDER,CD_I1031718,27/08/2007,2025,194,0,Payneham Norwood Union (SA)/Sturt (SANFL),NA,nationalDraft,26,27/04/2026
Cooper,Trembath,9159,North Melbourne,2026,47,KEY_FORWARD,CD_I1031988,17/10/2005,2025,193,0,Blackburn/North Melbourne (VFL),2025,other,10,27/04/2026
River,Stevens,9237,North Melbourne,2026,36,MEDIUM_FORWARD,CD_I1031989,26/06/2006,2024,177,0,Newtown &amp; Chilwell/Geelong U18,NA,fatherSon,67,27/04/2026
Lachy,Dovaston,12318,North Melbourne,2026,1,MEDIUM_FORWARD,CD_I1033060,29/05/2007,2025,177,0,Blackburn (Vic)/Eastern Ranges U18,2026,nationalDraft,16,27/04/2026
Hugo,Mikunda,12173,North Melbourne,2026,28,MIDFIELDER,CD_I1036403,13/03/2007,2025,180,0,Bell Park (Vic)/Geelong Falcons U18,NA,nationalDraft,48,27/04/2026
Luke,Parker,816,North Melbourne,2026,26,MEDIUM_DEFENDER,CD_I290778,25/10/1992,2010,183,0,Langwarrin (Vic)/Dandenong U18/Sydney Swans,2011,nationalDraft,40,27/04/2026
Jack,Darling,842,North Melbourne,2026,27,KEY_FORWARD,CD_I290838,13/06/1992,2010,191,0,Sorrento-Duncraig (WA)/West Perth (WAFL)/West Coast,2011,nationalDraft,26,27/04/2026
Aidan,Corr,437,North Melbourne,2026,4,KEY_DEFENDER,CD_I294508,17/05/1994,2012,195,0,Macleod (Vic)/Northern U18/GWS,2013,nationalDraft,14,27/04/2026
Caleb,Daniel,952,North Melbourne,2026,5,MEDIUM_DEFENDER,CD_I295136,7/07/1996,2014,171,0,Edwardstown (SA)/South Adelaide (SANFL)/Western Bulldogs,2015,nationalDraft,46,27/04/2026
Luke,McDonald,424,North Melbourne,2026,11,MEDIUM_DEFENDER,CD_I296355,9/02/1995,2013,189,0,Kew Comets (Vic)/Oakleigh U18/Werribee (VFL),2014,fatherSon,8,27/04/2026
Jy,Simpkin,1405,North Melbourne,2026,12,MIDFIELDER,CD_I993998,5/03/1998,2016,183,0,Mooroopna (Vic)/Scotch College (Vic)/Murray U18,2017,nationalDraft,12,27/04/2026
Griffin,Logue,1312,North Melbourne,2026,19,KEY_DEFENDER,CD_I997933,13/04/1998,2016,193,0,Kalamunda (WA)/Guildford Grammar (WA)/Swan Dists (WAFL)/Fremantle,2017,nationalDraft,8,27/04/2026
Cameron,Zurhaar,1404,North Melbourne,2026,44,MEDIUM_FORWARD,CD_I998484,22/05/1998,2016,190,0,Melville (WA)/East Fremantle (WAFL),2017,rookieElevation,11,27/04/2026
Zac,Fisher,1291,North Melbourne,2026,16,MEDIUM_FORWARD,CD_I999827,15/06/1998,2016,175,0,York Roos (WA)/Guildford (WA)/Perth (WAFL)/Carlton,2017,nationalDraft,27,27/04/2026
Willem,Drew,1400,Port Adelaide,2026,28,MIDFIELDER,CD_I1000972,1/10/1998,2016,188,0,Koroit (Vic)/North Ballarat U18,2019,nationalDraft,33,27/04/2026
Connor,Rozee,1848,Port Adelaide,2026,1,MIDFIELDER,CD_I1001299,22/01/2000,2018,185,0,South Augusta (SA)/North Adelaide (SANFL),2019,nationalDraft,5,27/04/2026
Esava,Ratugolea,1375,Port Adelaide,2026,27,KEY_DEFENDER,CD_I1002220,24/07/1998,2016,197,0,Cobram (Vic)/Murray U18/Geelong Cats,2018,nationalDraft,43,27/04/2026
Kane,Farrell,1758,Port Adelaide,2026,6,MEDIUM_DEFENDER,CD_I1002253,17/03/1999,2017,182,0,Castlemaine (Vic)/Bendigo U18,2018,nationalDraft,51,27/04/2026
Brandon,Zerk-Thatcher,1469,Port Adelaide,2026,25,KEY_DEFENDER,CD_I1004034,25/08/1998,2017,195,0,Imperial Murray Bridge (SA)/Sturt (SANFL)/Essendon,2019,nationalDraft,66,27/04/2026
Jack,Lukosius,1831,Port Adelaide,2026,12,KEY_FORWARD,CD_I1004095,9/08/2000,2018,195,0,Henley (SA)/Woodville-West Torrens (SANFL)/Gold Coast SUNS,2019,nationalDraft,2,27/04/2026
Jacob,Wehr,4064,Port Adelaide,2026,15,MIDFIELDER,CD_I1004530,5/07/1998,2020,185,0,Balaklava (SA)/Woodville-West Torrens (SANFL)/GWS Giants,2022,nationalDraft,59,27/04/2026
Todd,Marshall,1356,Port Adelaide,2026,4,KEY_DEFENDER,CD_I1004998,8/10/1998,2016,198,0,Deniliquin Rams (NSW)/Murray U18,2017,nationalDraft,16,27/04/2026
Jackson,Mead,3732,Port Adelaide,2026,3,MEDIUM_DEFENDER,CD_I1005326,30/09/2001,2019,184,0,SMOSH Westlakes (SA)/Henley HS (SA)/W-West Torrens (SANFL),2022,fatherSon,25,27/04/2026
Zak,Butters,1856,Port Adelaide,2026,9,MIDFIELDER,CD_I1006121,8/09/2000,2018,181,0,Darley (Vic)/Maribyrnong College (Vic)/Western U18,2019,nationalDraft,12,27/04/2026
Joe,Richards,8622,Port Adelaide,2026,35,MEDIUM_FORWARD,CD_I1008239,23/11/1999,2022,177,0,Wangaratta Imperials (Vic)/Murray U18/Wangaratta (Vic)/Collingwood,2024,nationalDraft,48,27/04/2026
Corey,Durdin,4054,Port Adelaide,2026,44,MEDIUM_FORWARD,CD_I1008510,14/04/2002,2020,176,0,Golden Grove (SA)/Central District (SANFL)/Carlton,2021,nationalDraft,37,27/04/2026
Mani,Liddy,9993,Port Adelaide,2026,50,MIDFIELDER,CD_I1008649,20/02/2002,2025,184,0,Central District (SANFL)/Port Adelaide (SANFL),2025,other,16,27/04/2026
Miles,Bergman,2848,Port Adelaide,2026,14,MEDIUM_DEFENDER,CD_I1009191,18/10/2001,2019,190,0,Hampton Rovers (Vic)/St Bede's College (Vic)/Sandringham U18,2021,nationalDraft,14,27/04/2026
Mitch,Georgiades,3733,Port Adelaide,2026,19,KEY_FORWARD,CD_I1010174,28/09/2001,2019,192,0,Marist (WA)/Hale School (WA)/Subiaco (WAFL),2020,nationalDraft,18,27/04/2026
Lachie,Jones,4071,Port Adelaide,2026,34,MEDIUM_DEFENDER,CD_I1011583,9/04/2002,2020,186,0,Bute-Paskville (SA)/Woodville-West Torrens (SANFL),2021,nationalDraft,16,27/04/2026
Jason,Horne-Francis,5691,Port Adelaide,2026,18,MIDFIELDER_FORWARD,CD_I1011640,21/06/2003,2021,185,0,Christies Beach (SA)/South Adelaide (SANFL)/North Melb,2022,nationalDraft,1,27/04/2026
Jack,Watkins,4860,Port Adelaide,2026,37,MIDFIELDER_FORWARD,CD_I1012002,18/12/2000,2025,176,0,Melton South FC/Crc Melton/Port Adelaide (SANFL),2026,rookieElevation,4,27/04/2026
Ollie,Lord,2983,Port Adelaide,2026,30,KEY_FORWARD,CD_I1012881,2/01/2002,2020,197,0,East Brighton (Vic)/Geelong Grammar (Vic)/Sandringham U18,2023,nationalDraft,49,27/04/2026
Jase,Burgoyne,5692,Port Adelaide,2026,7,MIDFIELDER,CD_I1013462,15/07/2003,2021,186,0,Port District (SA)/Henley HS (SA)/Woodville-West Torrens (SANFL),2022,fatherSon,60,27/04/2026
Josh,Sinn,5295,Port Adelaide,2026,8,MEDIUM_DEFENDER,CD_I1017078,7/01/2003,2021,187,0,East Brighton (Vic)/Xavier College (Vic)/Sandr U18/Old Xaverians (Vic),2022,nationalDraft,12,27/04/2026
Dante,Visentini,5229,Port Adelaide,2026,38,RUCK,CD_I1017128,13/02/2003,2021,202,0,Brighton Beach (Vic)/Xavier College (Vic)/Sandringham U18,2023,nationalDraft,56,27/04/2026
Logan,Evans,9923,Port Adelaide,2026,22,MEDIUM_DEFENDER,CD_I1019938,7/10/2005,2024,190,0,Hectorville/Norwood (SANFL),2024,other,12,27/04/2026
Tom,Cochrane,9611,Port Adelaide,2026,26,MEDIUM_FORWARD,CD_I1022371,27/01/2006,2024,183,0,Port District/Central District (SANFL),2025,rookieElevation,13,27/04/2026
Benny,Barrett,10185,Port Adelaide,2026,40,MIDFIELDER_FORWARD,CD_I1022601,1/05/2006,2024,176,0,Happy Valley (SA)/South Adelaide (SANFL),NA,other,NA,27/04/2026
Harrison,Ramm,10080,Port Adelaide,2026,32,KEY_DEFENDER,CD_I1027311,5/12/2006,2025,202,0,Brighton/Glenelg (SANFL)/Port Adelaide (SANFL),2025,other,3,27/04/2026
Tom,Anastasopoulos,6560,Port Adelaide,2026,29,MIDFIELDER,CD_I1027870,31/05/2005,2023,176,0,Newtown &amp; Chilwell (Vic)/Geelong Falcons U18,NA,nationalDraft,48,27/04/2026
Ewan,Mackinlay,6597,Port Adelaide,2026,31,MIDFIELDER_FORWARD,CD_I1027887,18/07/2003,2025,182,0,North Adelaide (SANFL),2025,other,11,27/04/2026
Joe,Berry,9296,Port Adelaide,2026,5,MEDIUM_FORWARD,CD_I1028529,18/04/2006,2024,180,0,Wangaratta FNC/Murray U18,2025,nationalDraft,15,27/04/2026
Christian,Moraes,9103,Port Adelaide,2026,11,MEDIUM_FORWARD,CD_I1028563,8/11/2006,2024,183,0,Knox/Eastern U18,2025,nationalDraft,38,27/04/2026
Xavier,Walsh,11321,Port Adelaide,2026,45,KEY_DEFENDER,CD_I1029158,6/09/2005,2023,195,0,Mt Lawley Inglewood (WA)/East Perth (WAFL),NA,rookieElevation,13,27/04/2026
Will,Lorenz,8447,Port Adelaide,2026,36,MIDFIELDER,CD_I1029262,19/02/2005,2023,186,0,Kew Rovers Football Club (Vic)/Oakleigh Chargers U18,2024,nationalDraft,57,27/04/2026
Mitch,Zadow,8493,Port Adelaide,2026,39,MEDIUM_FORWARD,CD_I1029603,11/03/2004,2025,180,0,Pinjarra FNC/East Fremantle (WAFL),2026,preseason,NA,27/04/2026
Jack,Whitlock,9320,Port Adelaide,2026,17,KEY_FORWARD,CD_I1032053,16/05/2006,2024,200,0,Shepparton FNC/Murray U18,2025,nationalDraft,33,27/04/2026
Balyn,O'Brien,11087,Port Adelaide,2026,41,MEDIUM_DEFENDER,CD_I1032329,26/01/2007,2025,187,0,Norwood (SANFL),NA,preseason,NA,27/04/2026
Jacob,Moss,13923,Port Adelaide,2026,42,KEY_DEFENDER,CD_I1038914,22/12/2004,2024,198,0,Basketball,NA,other,NA,27/04/2026
Josh,Lai,13968,Port Adelaide,2026,43,MEDIUM_DEFENDER,CD_I1040300,1/10/2005,2024,185,0,East Sandringham/Cheltenham (SFNL),2026,preseason,NA,27/04/2026
Ollie,Wines,678,Port Adelaide,2026,16,MIDFIELDER,CD_I294318,7/10/1994,2012,187,0,Echuca (Vic)/Bendigo U18,2013,nationalDraft,7,27/04/2026
Aliir,Aliir,695,Port Adelaide,2026,21,KEY_DEFENDER,CD_I294469,5/09/1994,2013,194,0,Aspley (Qld)/East Fremantle (WAFL)/Sydney,2016,nationalDraft,44,27/04/2026
Darcy,Byrne-Jones,652,Port Adelaide,2026,33,MEDIUM_DEFENDER,CD_I991930,20/09/1995,2013,181,0,Camberwell (Vic)/Scotch College (Vic)/Oakleigh U18,2016,nationalDraft,52,27/04/2026
Jordon,Sweet,1943,Port Adelaide,2026,24,RUCK,CD_I992330,2/02/1998,2023,206,0,Tea Tree Gully (SA)/North Adelaide (SANFL)/Western Australia,2021,other,NA,27/04/2026
Sam,Powell-Pepper,1406,Port Adelaide,2026,2,MEDIUM_FORWARD,CD_I993979,8/01/1998,2016,187,0,Mount Hawthorn (WA)/Wesley College (WA)/East Perth (WAFL),2017,nationalDraft,18,27/04/2026
Will,Brodie,1397,Port Adelaide,2026,23,MIDFIELDER,CD_I998129,23/08/1998,2016,190,0,Shepparton (Vic)/Murray U18/Gold Coast/Fremantle,2017,nationalDraft,9,27/04/2026
Ivan,Soldo,949,Port Adelaide,2026,13,RUCK,CD_I998529,14/04/1996,2017,204,0,Northern U18/Richmond,2017,rookieElevation,NA,27/04/2026
Noah,Balta,1755,Richmond,2026,21,KEY_DEFENDER,CD_I1002245,23/10/1999,NA,194,0,NA,NA,NA,NA,27/04/2026
Ben,Miller,1572,Richmond,2026,12,KEY_DEFENDER,CD_I1002403,31/08/1999,NA,198,0,NA,NA,NA,NA,27/04/2026
Jack,Ross,1849,Richmond,2026,5,MIDFIELDER,CD_I1006133,3/09/2000,NA,187,0,NA,NA,NA,NA,27/04/2026
Rhyan,Mansell,2855,Richmond,2026,7,MEDIUM_FORWARD,CD_I1008478,4/06/2000,NA,180,0,NA,NA,NA,NA,27/04/2026
Mykelti,Lefau,6284,Richmond,2026,42,KEY_FORWARD,CD_I1008747,22/06/1998,NA,195,0,NA,NA,NA,NA,27/04/2026
Maurice,Rioli,2778,Richmond,2026,17,MEDIUM_FORWARD,CD_I1009551,1/09/2002,NA,179,0,NA,NA,NA,NA,27/04/2026
Hugo,Ralphsmith,2764,Richmond,2026,13,MIDFIELDER,CD_I1011985,9/11/2001,NA,187,0,NA,NA,NA,NA,27/04/2026
Samson,Ryan,2245,Richmond,2026,32,RUCK,CD_I1012386,9/12/2000,NA,206,0,NA,NA,NA,NA,27/04/2026
Sam,Banks,3427,Richmond,2026,6,MEDIUM_DEFENDER,CD_I1013197,2/04/2003,NA,187,0,NA,NA,NA,NA,27/04/2026
Judson,Clarke,5068,Richmond,2026,23,MEDIUM_DEFENDER,CD_I1017043,17/10/2003,NA,180,0,NA,NA,NA,NA,27/04/2026
Josh,Gibcus,5157,Richmond,2026,18,KEY_DEFENDER,CD_I1017059,4/04/2003,NA,196,0,NA,NA,NA,NA,27/04/2026
Tom,Brown,2877,Richmond,2026,30,MEDIUM_DEFENDER,CD_I1017086,30/07/2003,NA,193,0,NA,NA,NA,NA,27/04/2026
Tyler,Sonsie,2717,Richmond,2026,40,MIDFIELDER_FORWARD,CD_I1017114,27/01/2003,NA,181,0,NA,NA,NA,NA,27/04/2026
Tom,Sims,9279,Richmond,2026,38,KEY_FORWARD,CD_I1018996,12/05/2006,NA,199,0,NA,NA,NA,NA,27/04/2026
Kane,McAuliffe,9749,Richmond,2026,28,MIDFIELDER,CD_I1019916,1/03/2005,NA,187,0,NA,NA,NA,NA,27/04/2026
Liam,Fawcett,9613,Richmond,2026,43,KEY_FORWARD,CD_I1022383,22/04/2005,NA,197,0,NA,NA,NA,NA,27/04/2026
Kaleb,Smith,7321,Richmond,2026,49,MEDIUM_DEFENDER,CD_I1022999,20/11/2004,NA,181,0,NA,NA,NA,NA,27/04/2026
Steely,Green,7489,Richmond,2026,48,MEDIUM_FORWARD,CD_I1023056,9/01/2004,NA,179,0,NA,NA,NA,NA,27/04/2026
Seth,Campbell,5275,Richmond,2026,44,MEDIUM_FORWARD,CD_I1023275,29/12/2004,NA,182,0,NA,NA,NA,NA,27/04/2026
Noah,Roberts-Thomson,10521,Richmond,2026,27,MIDFIELDER,CD_I1026974,29/03/2007,NA,182,0,NA,NA,NA,NA,27/04/2026
Sam,Cumming,10116,Richmond,2026,22,MIDFIELDER,CD_I1027099,27/07/2007,NA,184,0,NA,NA,NA,NA,27/04/2026
Zane,Peucker,10777,Richmond,2026,26,MEDIUM_FORWARD,CD_I1027367,4/12/2007,NA,178,0,NA,NA,NA,NA,27/04/2026
Sam,Lalor,8525,Richmond,2026,4,MIDFIELDER,CD_I1028491,30/08/2006,NA,188,0,NA,NA,NA,NA,27/04/2026
Jonty,Faull,9187,Richmond,2026,8,KEY_FORWARD,CD_I1028498,1/02/2006,NA,195,0,NA,NA,NA,NA,27/04/2026
Luke,Trainor,9375,Richmond,2026,11,MEDIUM_DEFENDER,CD_I1028521,10/04/2006,NA,195,0,NA,NA,NA,NA,27/04/2026
Harry,Armstrong,9371,Richmond,2026,34,KEY_FORWARD,CD_I1028525,14/06/2006,NA,195,0,NA,NA,NA,NA,27/04/2026
Jasper,Alger,8588,Richmond,2026,29,MEDIUM_FORWARD,CD_I1028537,17/12/2006,NA,183,0,NA,NA,NA,NA,27/04/2026
Josh,Smillie,8507,Richmond,2026,16,MIDFIELDER,CD_I1028572,17/05/2006,NA,195,0,NA,NA,NA,NA,27/04/2026
James,Trezise,8945,Richmond,2026,36,MIDFIELDER,CD_I1031829,15/06/2002,NA,188,0,NA,NA,NA,NA,27/04/2026
Patrick,Retschko,9366,Richmond,2026,33,MIDFIELDER,CD_I1032081,28/02/2006,NA,186,0,NA,NA,NA,NA,27/04/2026
Taj,Hotton,9427,Richmond,2026,10,MEDIUM_FORWARD,CD_I1032106,17/06/2006,NA,183,0,NA,NA,NA,NA,27/04/2026
Tom,Burton,12043,Richmond,2026,45,MIDFIELDER,CD_I1033059,9/01/2007,NA,178,0,NA,NA,NA,NA,27/04/2026
Oliver,Hayes-Brown,12081,Richmond,2026,47,RUCK,CD_I1035199,28/04/2000,NA,208,0,NA,NA,NA,NA,27/04/2026
Campbell,Gray,12567,Richmond,2026,50,RUCK,CD_I1036103,8/01/2003,NA,195,0,NA,NA,NA,NA,27/04/2026
Sam,Grlj,12494,Richmond,2026,24,MEDIUM_DEFENDER,CD_I1036579,26/07/2007,NA,182,0,NA,NA,NA,NA,27/04/2026
Dion,Prestia,460,Richmond,2026,3,MIDFIELDER_FORWARD,CD_I290627,12/10/1992,NA,175,0,NA,NA,NA,NA,27/04/2026
Tom,Lynch,472,Richmond,2026,19,KEY_FORWARD,CD_I293813,31/10/1992,NA,199,0,NA,NA,NA,NA,27/04/2026
Nick,Vlastuin,444,Richmond,2026,1,MEDIUM_DEFENDER,CD_I294674,19/04/1994,NA,187,0,NA,NA,NA,NA,27/04/2026
Nathan,Broad,1032,Richmond,2026,35,MEDIUM_DEFENDER,CD_I295203,15/04/1993,NA,192,0,NA,NA,NA,NA,27/04/2026
Toby,Nankervis,790,Richmond,2026,25,RUCK,CD_I298174,12/08/1994,NA,199,0,NA,NA,NA,NA,27/04/2026
Jayden,Short,964,Richmond,2026,15,MEDIUM_DEFENDER,CD_I992049,24/01/1996,NA,178,0,NA,NA,NA,NA,27/04/2026
Jacob,Hopper,918,Richmond,2026,2,MIDFIELDER,CD_I993903,6/02/1997,NA,187,0,NA,NA,NA,NA,27/04/2026
Tim,Taranto,1395,Richmond,2026,14,MIDFIELDER,CD_I998172,28/01/1998,NA,188,0,NA,NA,NA,NA,27/04/2026
Jack,Silvagni,766,St Kilda,2026,3,KEY_DEFENDER,CD_I1001028,17/12/1997,NA,194,0,NA,NA,NA,NA,27/04/2026
Jack,Higgins,1573,St Kilda,2026,1,MEDIUM_FORWARD,CD_I1002227,19/03/1999,NA,178,0,NA,NA,NA,NA,27/04/2026
Paddy,Dow,1554,St Kilda,2026,15,MIDFIELDER,CD_I1002256,16/10/1999,NA,184,0,NA,NA,NA,NA,27/04/2026
Hunter,Clark,1716,St Kilda,2026,11,MEDIUM_DEFENDER,CD_I1002264,26/03/1999,NA,186,0,NA,NA,NA,NA,27/04/2026
Liam,Ryan,1787,St Kilda,2026,31,MEDIUM_FORWARD,CD_I1004364,2/10/1996,NA,181,0,NA,NA,NA,NA,27/04/2026
Tom,De Koning,1544,St Kilda,2026,21,RUCK,CD_I1004912,16/07/1999,NA,201,0,NA,NA,NA,NA,27/04/2026
Liam,Henry,3716,St Kilda,2026,23,MEDIUM_FORWARD,CD_I1005988,28/08/2001,NA,180,0,NA,NA,NA,NA,27/04/2026
Max,King,1950,St Kilda,2026,12,KEY_FORWARD,CD_I1006143,7/07/2000,NA,202,0,NA,NA,NA,NA,27/04/2026
Liam,Stocker,1897,St Kilda,2026,14,MEDIUM_DEFENDER,CD_I1008312,23/01/2000,NA,184,0,NA,NA,NA,NA,27/04/2026
Sam,Flanders,2341,St Kilda,2026,9,MIDFIELDER,CD_I1009260,24/07/2001,NA,183,0,NA,NA,NA,NA,27/04/2026
Ryan,Byrnes,2986,St Kilda,2026,13,MEDIUM_DEFENDER,CD_I1011994,3/05/2001,NA,181,0,NA,NA,NA,NA,27/04/2026
Jack,Carroll,4055,St Kilda,2026,18,MEDIUM_DEFENDER,CD_I1013233,20/12/2002,NA,188,0,NA,NA,NA,NA,27/04/2026
Isaac,Keeler,8634,St Kilda,2026,17,KEY_FORWARD,CD_I1015323,23/04/2004,NA,198,0,NA,NA,NA,NA,27/04/2026
Nasiah,Wanganeen-Milera,5694,St Kilda,2026,7,MIDFIELDER,CD_I1015507,22/02/2003,NA,187,0,NA,NA,NA,NA,27/04/2026
Lance,Collard,7451,St Kilda,2026,4,MEDIUM_FORWARD,CD_I1017959,26/03/2005,NA,185,0,NA,NA,NA,NA,27/04/2026
Cooper,Sharman,3028,St Kilda,2026,43,KEY_FORWARD,CD_I1018018,25/07/2000,NA,193,0,NA,NA,NA,NA,27/04/2026
Mattaes,Phillipou,8635,St Kilda,2026,25,MIDFIELDER_FORWARD,CD_I1020137,27/12/2004,NA,190,0,NA,NA,NA,NA,27/04/2026
Max,Hall,5088,St Kilda,2026,40,MEDIUM_FORWARD,CD_I1020855,15/04/2002,NA,183,0,NA,NA,NA,NA,27/04/2026
Marcus,Windhager,5282,St Kilda,2026,2,MEDIUM_DEFENDER,CD_I1023270,16/05/2003,NA,185,0,NA,NA,NA,NA,27/04/2026
Mitch,Owens,5305,St Kilda,2026,10,KEY_FORWARD,CD_I1023272,24/09/2003,NA,191,0,NA,NA,NA,NA,27/04/2026
Anthony,Caminiti,5467,St Kilda,2026,47,KEY_DEFENDER,CD_I1023784,9/12/2003,NA,196,0,NA,NA,NA,NA,27/04/2026
Alex,Dodson,10708,St Kilda,2026,30,RUCK,CD_I1027011,15/06/2006,NA,203,0,NA,NA,NA,NA,27/04/2026
Hugo,Garcia,6395,St Kilda,2026,34,MIDFIELDER,CD_I1027790,22/05/2005,NA,185,0,NA,NA,NA,NA,27/04/2026
Angus,Hastie,6541,St Kilda,2026,24,MEDIUM_DEFENDER,CD_I1027872,19/09/2005,NA,190,0,NA,NA,NA,NA,27/04/2026
Darcy,Wilson,6573,St Kilda,2026,22,MIDFIELDER_FORWARD,CD_I1027875,18/08/2005,NA,185,0,NA,NA,NA,NA,27/04/2026
Patrick,Said,9080,St Kilda,2026,33,MEDIUM_FORWARD,CD_I1028514,24/04/2006,NA,180,0,NA,NA,NA,NA,27/04/2026
Tobie,Travaglia,8498,St Kilda,2026,5,MEDIUM_DEFENDER,CD_I1028538,26/10/2006,NA,188,0,NA,NA,NA,NA,27/04/2026
James,Barrat,9037,St Kilda,2026,28,KEY_DEFENDER,CD_I1028545,23/11/2006,NA,194,0,NA,NA,NA,NA,27/04/2026
Hugh,Boxshall,11281,St Kilda,2026,38,MIDFIELDER,CD_I1029148,11/07/2006,NA,188,0,NA,NA,NA,NA,27/04/2026
Alix,Tauru,9230,St Kilda,2026,26,MEDIUM_DEFENDER,CD_I1030433,16/11/2006,NA,193,0,NA,NA,NA,NA,27/04/2026
Kye,Fincher,12523,St Kilda,2026,37,MIDFIELDER,CD_I1033048,18/11/2007,NA,185,0,NA,NA,NA,NA,27/04/2026
Liam,O'Connell,12082,St Kilda,2026,45,MEDIUM_DEFENDER,CD_I1035198,4/03/2003,NA,189,0,NA,NA,NA,NA,27/04/2026
