Cap  	#  	Player  	DOB  	HT  	WT  	Games (W-D-L)  	Goals  	Seasons  	Debut  	Last  
90	 	Brown, Harold	1878-09-19	177cm	76kg	14 (0-0-14)	 	1899-1900	20y 247d	21y 326d
103	 	Robertson, Ralph	1882-08-05	171cm	68kg	14 (1-0-13)	1	1899-1900	17y 28d	18y 34d
119	 	Scott, Arthur	1878-05-24	173cm	67kg	14 (0-0-14)	4	1900-1901	22y 16d	22y 352d
232	 	Watts, Johnny	1883-09-27	 	 	14 (4-0-10)	3	1905-1906, 1910	21y 305d	26y 252d
471	16	Deagan, Jimmy	1898-03-22	178cm	 	14 (6-0-8)	1	1919-1921	21y 49d	23y 46d
480	29	Beitzel, Arnold	1897-05-27	180cm	 	14 (2-0-12)	18	1919-1920	22y 81d	23y 100d
545	29	Thomson, Alan	1899-09-01	178cm	79kg	14 (6-0-8)	 	1923-1924	23y 260d	24y 287d
568	3	Armstrong, Jack	1899-04-21	185cm	83kg	14 (7-0-7)	6	1925	26y 11d	26y 144d
606	14	Lomer, George	1904-05-14	188cm	84kg	14 (6-0-8)	8	1927-1928	23y 14d	24y 5d
684	25	Cave, Matt	1910-03-30	190cm	86kg	14 (8-0-6)	3	1933-1934	23y 58d	24y 99d
692	31	Hallahan, Tom	1908-12-16	182cm	74kg	14 (4-0-10)	3	1933-1934	24y 211d	25y 259d
712	33	Little, Eric	1910-05-28	173cm	71kg	14 (9-0-5)	1	1935	24y 334d	25y 74d
832	29	Booth, Jack	1918-04-24	170cm	70kg	14 (3-1-10)	2	1943-1944	25y 42d	26y 110d
834	22	Gracie, Ray	1917-09-01	185cm	86kg	14 (5-2-7)	8	1944	26y 248d	26y 346d
932	33	Russo, Felix	1926-06-10	178cm	76kg	14 (5-0-9)	1	1950-1951	23y 344d	25y 76d
944	35	Fitzgerald, Jim	1924-12-14	178cm	92kg	14 (2-0-12)	 	1951-1952	26y 198d	27y 169d
1053	43	Bowe, Brian	1936-03-15	173cm	74kg	14 (5-0-9)	 	1958-1959	22y 91d	23y 167d
1150	27	Evans, John	1950-09-10	191cm	89kg	14 (7-0-7)	10	1969-1970	18y 235d	19y 311d
1216	8	McDonald, Gary	1953-03-03	178cm	83kg	14 (1-0-13)	8	1978-1980	25y 120d	27y 75d
1258	49	Blees, Michael	1962-08-06	191cm	83kg	14 (4-0-10)	4	1981-1983	19y 23d	20y 330d
1275	15	Lane, Greg	1960-04-29	175cm	74kg	14 (0-0-14)	10	1983-1984	22y 331d	24y 125d
1301	25	Bennett, Andy	1955-03-30	191cm	86kg	14 (2-0-12)	1	1985	30y	30y 154d
1370	46	Cummings, Steven	1969-08-16	178cm	73kg	14 (8-0-6)	 	1990-1992	21y 2d	22y 288d
1570	4	Templeton, Eli	1995-08-19	183cm	73kg	14 (4-0-10)	6	2014-2016	18y 215d	20y 241d
1644	24	Hastie, Angus	2005-09-19	190cm	74kg	14 (6-0-8)	1	2024-2025	18y 193d	19y 318d
4	 	Beggs, Billy	1878-08-13	169cm	 	13 (0-0-13)	 	1897-1898	18y 268d	19y 288d
5	 	Dunne, Danny	1876-04-14	183cm	 	13 (0-0-13)	4	1897	21y 24d	21y 115d
6	 	Dunne, Ernie	1873-07-20	179cm	 	13 (0-0-13)	4	1897-1898	23y 292d	24y 308d
23	 	Jennings, Jack	1875-11-27	 	 	13 (0-0-13)	1	1897-1898	21y 169d	22y 273d
112	 	OHara, Bill	1879-01-09	180cm	81kg	13 (1-0-12)	3	1900	21y 116d	21y 242d
198	 	King, Jim	1873-11-23	 	 	13 (1-0-12)	2	1904-1905	30y 194d	31y 206d
245	 	Parsons, Harry	1884-10-08	178cm	76kg	13 (7-0-6)	3	1906, 1908	21y 265d	23y 333d
365	20	MacKenzie, Alex	1882-01-13	170cm	 	13 (2-0-11)	1	1911-1912	29y 134d	30y 189d
397	26	Doolan, Jim	1888-10-08	175cm	 	13 (5-0-8)	2	1912-1913	23y 202d	24y 256d
404	8	Nehill, Basil	1891-06-10	174cm	 	13 (7-0-6)	2	1912	20y 336d	21y 82d
486	25	Griffiths, Rowley	1895-03-13	168cm	73kg	13 (1-0-12)	1	1920-1921	25y 49d	26y 97d
495	27	Noonan, George	1894-10-18	180cm	 	13 (1-0-12)	2	1920	25y 217d	25y 322d
607	20	Wyatt, Clarrie	1904-04-27	175cm	73kg	13 (5-0-8)	 	1927-1928	23y 31d	24y 38d
650	20	Fogarty, Tom	1909-05-15	185cm	79kg	13 (6-0-7)	2	1931-1933	21y 352d	24y 12d
654	8	White, George	1908-09-20	175cm	77kg	13 (4-0-9)	6	1931	22y 245d	22y 357d
760	18	Coles, Clive	1911-03-12	177cm	82kg	13 (11-0-2)	21	1939	28y 41d	28y 181d
772	23	Riordan, Clarrie	1917-08-01	183cm	77kg	13 (6-0-7)	 	1939-1940	22y 32d	23y 23d
778	28	OBrien, Terry	1918-11-07	159cm	63kg	13 (2-0-11)	21	1940-1941	21y 235d	22y 254d
861	13	Kallady, Kevin	1923-07-04	184cm	90kg	13 (1-0-12)	4	1945-1946	21y 333d	22y 346d
895	14	Copsey, Alf	1921-01-22	180cm	76kg	13 (0-0-13)	 	1947-1948	26y 115d	27y 107d
902	3	Ramsay, Gordon	1929-03-22	180cm	83kg	13 (0-1-12)	 	1947-1949	18y 91d	20y 83d
954	28	Smith, Ivor	1931-07-24	185cm	83kg	13 (1-0-12)	 	1952-1954	20y 347d	22y 323d
1007	18	McCooke, Milne	1934-10-09	185cm	92kg	13 (4-0-9)	8	1955, 1957-1958	20y 259d	23y 241d
1037	3	Hocking, Bryant	1932-07-28	173cm	75kg	13 (4-0-9)	2	1957	24y 266d	25y 6d
1075	12	Prescott, David	1937-05-11	185cm	77kg	13 (7-0-6)	7	1960-1961	22y 341d	24y 107d
1113	7	Mann, Ken	1941-03-31	175cm	76kg	13 (10-0-3)	1	1965-1966	24y 17d	25y 65d
1168	28	Corner, Ian	1951-01-21	180cm	86kg	13 (6-0-7)	5	1972-1973	21y 183d	22y 237d
1360	3	Krakouer, Jim	1958-10-13	167cm	67kg	13 (8-0-5)	7	1990-1991	31y 170d	32y 218d
1363	21	Arnol, Jody	1968-09-25	192cm	89kg	13 (5-0-8)	6	1990-1991	21y 236d	22y 188d
1413	30	Thornborrow, Wayne	1972-12-27	198cm	90kg	13 (5-0-8)	10	1994-1995	21y 132d	22y 130d
1474	37	Gale, Mark	1976-05-07	190cm	86kg	13 (2-0-11)	3	2001	24y 328d	25y 61d
1598	39	Joyce, Darragh	1997-04-23	195cm	90kg	13 (6-0-7)	 	2018-2019, 2021-2022	21y 69d	25y 77d
1	 	Ahern, Bill	1874-06-25	180cm	76kg	12 (0-0-12)	6	1897	22y 317d	23y 36d
10	 	Jones, Ernest	1871-11-26	 	 	12 (0-0-12)	1	1897-1898	25y 163d	26y 288d
27	 	McLeod, George	1879-08-22	173cm	83kg	12 (0-0-12)	1	1897, 1901-1902	17y 280d	22y 289d
147	 	Pinniger, Henry	1872-08-03	182cm	 	12 (1-0-11)	 	1901-1902	28y 330d	29y 308d
254	 	Matthews, Jimmy	1884-04-03	178cm	75kg	12 (7-0-5)	18	1907	23y 24d	23y 150d
300	 	Rowe, Bobby	1883-11-27	 	 	12 (1-0-11)	1	1909-1910	25y 218d	26y 245d
318	 	McKenzie, Ken	1887-04-20	173cm	 	12 (2-0-10)	7	1909-1911	22y 137d	24y 135d
333	 	Tottey, Bill	1888-10-06	183cm	86kg	12 (1-0-11)	6	1910-1911	21y 234d	22y 226d
339	 	Monar, Bob	1884-08-31	 	 	12 (1-0-11)	3	1910-1911	25y 284d	26y 269d
352	 	Lowenstern, Otto	1888-12-07	177cm	 	12 (2-0-10)	1	1910-1911	21y 270d	22y 269d
591	3	Kuhl, Harry	1903-03-07	170cm	75kg	12 (5-0-7)	7	1926	23y 76d	23y 188d
689	40	Evans, Lou	1909-01-22	 	 	12 (6-0-6)	 	1933-1934	24y 160d	25y 222d
761	33	Fitzsimmons, Bob	1917-04-16	175cm	70kg	12 (3-0-9)	2	1939-1941, 1943	22y 6d	26y 78d
809	22	Handley, Les	1918-12-29	177cm	80kg	12 (5-0-7)	2	1942, 1945	23y 166d	26y 120d
849	14	Knott, Arch	1916-02-02	180cm	84kg	12 (1-0-11)	1	1944-1945	28y 185d	29y 190d
897	11	Mace, Ken	1921-03-03	184cm	86kg	12 (0-1-11)	 	1947	26y 82d	26y 166d
1103	30	Marinko, Tom	1941-08-03	193cm	94kg	12 (7-0-5)	 	1964-1965	22y 259d	24y 18d
1210	21	Discher, Don	1954-04-17	196cm	96kg	12 (3-0-9)	8	1978-1979	23y 349d	25y 137d
1263	27	Armstrong, Paul	1957-01-10	185cm	83kg	12 (3-0-9)	1	1982	25y 83d	25y 181d
1341	40	Turner, Steve	1960-12-27	193cm	92kg	12 (2-0-10)	1	1988-1989	27y 99d	28y 214d
1497	21	Ferguson, Matthew	1984-10-01	187cm	87kg	12 (8-0-4)	 	2003-2005, 2007-2008	18y 256d	23y 251d
1506	30	McGough, Mark	1984-06-22	188cm	87kg	12 (6-0-6)	2	2005-2006	20y 275d	21y 353d
1519	28	Gardiner, Charlie	1983-03-01	190cm	89kg	12 (8-0-4)	9	2008	25y 21d	25y 190d
1552	38	Dunell, Sam	1990-02-21	190cm	81kg	12 (4-0-8)	1	2012-2014	22y 144d	24y 141d
1653	17	Keeler, Isaac	2004-04-23	198cm	91kg	12 (4-0-8)	11	2025-2026	20y 333d	21y 326d
1654	5	Travaglia, Tobie	2006-10-26	187cm	72kg	12 (5-0-7)	2	2025	18y 154d	18y 302d
18	 	Stewart, Ernie	1874-11-05	165cm	 	11 (0-0-11)	 	1897	22y 184d	22y 268d
85	 	Williams, Gerry	1877-09-28	 	 	11 (0-0-11)	4	1899-1900	21y 227d	22y 275d
88	 	Sparrow, George	1869-11-20	 	 	11 (0-0-11)	 	1899	29y 181d	29y 265d
130	 	Richardson, Alfred	1878-03-31	180cm	80kg	11 (0-0-11)	2	1901	23y 34d	23y 146d
133	 	Sandford, George	1872-07-06	174cm	 	11 (1-0-10)	 	1901-1902	28y 309d	29y 329d
193	 	Ryan, Tommy	1873-08-12	170cm	67kg	11 (3-0-8)	8	1904	30y 269d	31y 1d
220	 	McCarthy, Jack	1884-04-22	 	 	11 (3-0-8)	 	1905	21y 21d	21y 105d
249	 	Jackson, Tommy	1885-07-29	169cm	66kg	11 (4-0-7)	 	1906-1907	20y 350d	22y 47d
257	 	Brain, Horrie	1885-11-17	177cm	 	11 (5-0-6)	 	1907	21y 168d	21y 301d
286	 	Brown, Jack	1886-07-04	171cm	67kg	11 (1-0-10)	4	1909-1910	22y 308d	23y 300d
360	22	Patterson, Bill	1888-09-15	 	 	11 (1-0-10)	 	1911-1912	22y 240d	23y 262d
403	29	Baxter, Tom	1884-02-23	173cm	73kg	11 (5-0-6)	7	1912	28y 71d	28y 141d
457	17	Kennedy, Pat	1898-07-30	191cm	84kg	11 (3-0-8)	3	1918, 1920-1921	19y 285d	22y 295d
487	12	Lloyd, Bill	1896-07-23	168cm	 	11 (2-1-8)	6	1920-1921	23y 283d	24y 323d
600	24	Cormack, Eric	1905-02-18	 	 	11 (5-0-6)	1	1926-1927	21y 177d	22y 162d
608	3	Dalton, Jim	1904-12-29	167cm	65kg	11 (3-0-8)	3	1927-1928	22y 157d	23y 135d
767	16	Sawley, Albert	1915-10-27	182cm	66kg	11 (8-0-3)	2	1939	23y 226d	23y 331d
784	5	Mudge, Ron	1920-12-11	179cm	73kg	11 (2-0-9)	1	1940-1942	19y 243d	21y 212d
794	16	McGrath, Don	1914-06-13	175cm	75kg	11 (1-0-10)	1	1941	26y 359d	27y 78d
833	13	Clark, Bill	1922-12-12	188cm	92kg	11 (3-0-8)	9	1943-1944	20y 175d	21y 195d
913	13	Lumsden, Bill	1924-12-24	169cm	67kg	11 (0-0-11)	 	1948-1949	23y 122d	24y 190d
923	23	Carroll, Laurie	1926-03-25	187cm	83kg	11 (3-0-8)	2	1948-1949	22y 163d	23y 141d
970	23	Turner, Geoff	1928-09-07	175cm	72kg	11 (3-0-8)	1	1953	24y 223d	24y 349d
983	34	Shields, Ron	1934-03-02	185cm	83kg	11 (1-0-10)	 	1954-1955	20y 60d	21y 150d
1003	16	Nelson, John	1934-02-01	180cm	73kg	11 (1-0-10)	 	1955	21y 109d	21y 193d
1051	5	McIntyre, Barry	1937-08-09	185cm	79kg	11 (3-0-8)	10	1958, 1960	20y 253d	22y 260d
1086	33	Osborne, Alan	1940-12-07	188cm	87kg	11 (6-0-5)	2	1962-1963	21y 137d	22y 148d
1131	48	King, Derek	1948-09-07	170cm	67kg	11 (7-0-4)	5	1967-1969	18y 227d	20y 357d
1158	33	Smythe, Keith	1949-05-09	173cm	76kg	11 (9-0-2)	5	1971	21y 329d	22y 48d
1207	27	Cahir, Gerard	1959-08-25	192cm	92kg	11 (1-0-10)	2	1977, 1979, 1983	17y 360d	23y 304d
1262	6	Slattery, Wayne	1960-10-22	173cm	73kg	11 (2-0-9)	12	1982	21y 156d	21y 233d
1300	15	Ablett, Geoff	1955-03-13	180cm	80kg	11 (1-0-10)	6	1985	30y 17d	30y 95d
1406	34	Bailey, Doug	1971-12-06	190cm	87kg	11 (3-0-8)	2	1994-1995	22y 110d	23y 228d
1407	24	Frost, Michael	1970-12-29	186cm	92kg	11 (1-1-9)	2	1994	23y 87d	23y 199d
1426	24	Nugent, Glenn	1971-11-08	180cm	80kg	11 (4-0-7)	1	1995	23y 159d	23y 298d
1451	21	Thompson, Ben	1973-09-04	190cm	95kg	11 (5-0-6)	2	1998-1999	24y 241d	25y 338d
1538	16	Gamble, Ryan	1987-09-23	184cm	83kg	11 (7-1-3)	11	2011	23y 183d	23y 316d
1585	31	White, Brandon	1997-01-13	188cm	77kg	11 (3-1-7)	1	2016-2019	19y 228d	22y 153d
1596	37	Rice, Bailey	1997-02-10	184cm	88kg	11 (3-0-8)	 	2018	21y 98d	21y 197d
1604	43	Marsh, Jonathon	1995-10-17	193cm	87kg	11 (5-0-6)	3	2019-2020	23y 199d	24y 358d
1632	31	Lienert, Jarrod	1994-08-05	195cm	88kg	11 (7-0-4)	 	2022	27y 234d	28y 16d
9	 	Hay, Algy	1874-10-02	166cm	62kg	10 (0-0-10)	1	1897	22y 218d	22y 309d
20	 	Turner, Bill	1870-07-30	180cm	82kg	10 (0-0-10)	1	1897	26y 282d	27y 1d
29	 	Howell, Charlie	1874-09-13	170cm	 	10 (0-0-10)	 	1897-1898	22y 265d	23y 250d
48	 	Morehouse, Joe	1864-04-06	183cm	 	10 (0-0-10)	 	1898	34y 38d	34y 115d
52	 	Stewart, Walter	1875-04-15	178cm	 	10 (0-0-10)	1	1898, 1900	23y 36d	25y 76d
55	 	Gibson, Dave	1879-02-17	177cm	 	10 (0-0-10)	 	1898	19y 96d	19y 184d
63	 	Fogarty, Tom	1878-03-21	184cm	86kg	10 (0-0-10)	 	1898	20y 89d	20y 173d
65	 	Warne, Jim	1879-04-11	175cm	 	10 (0-0-10)	1	1898-1899	19y 96d	20y 46d
72	 	May, George	1875-01-03	177cm	81kg	10 (0-0-10)	1	1898-1899	23y 236d	24y 249d
91	 	Blackwood, Bill	1873-02-13	 	 	10 (0-0-10)	2	1899	26y 117d	26y 208d
110	 	Curran, Tim	1875-02-12	 	 	10 (1-0-9)	1	1900	25y 82d	25y 180d
160	 	Trinder, Horrie	1875-08-29	173cm	 	10 (0-1-9)	2	1902-1903	26y 275d	27y 295d
214	 	Geddes, Stewart	1879-03-06	180cm	 	10 (2-0-8)	2	1905	26y 61d	26y 131d
349	 	Baird, Tom	1884-05-06	163cm	 	10 (2-0-8)	7	1910-1911	26y 113d	27y 77d
406	20	Anderson, Billy	1892-08-15	 	 	10 (4-0-6)	3	1912-1913	19y 293d	20y 324d
419	2	Millhouse, Algy	1887-05-13	173cm	80kg	10 (8-0-2)	5	1913	26y 53d	26y 137d
430	29	Jane, Harry	1890-08-08	175cm	 	10 (4-1-5)	 	1914	23y 304d	24y 21d
552	15	Anderson, Alby	1894-08-26	183cm	83kg	10 (2-0-8)	7	1924	29y 251d	30y 4d
771	30	Regnier, Lance	1919-07-17	193cm	86kg	10 (3-0-7)	11	1939-1940	19y 349d	21y 45d
921	5	Lewis, Les	1926-09-03	175cm	67kg	10 (2-0-8)	3	1948-1949	21y 318d	22y 351d
931	16	Mee, Brian	1930-04-25	175cm	68kg	10 (6-1-3)	 	1949-1950	19y 117d	20y 123d
979	11	Fountain, Ron	1935-06-16	170cm	62kg	10 (2-0-8)	6	1954, 1956	18y 305d	20y 303d
991	9	Burton, Gerry	1933-02-11	180cm	79kg	10 (1-0-9)	 	1955	22y 64d	22y 169d
993	5	Lennie, Stuart	1936-10-16	183cm	77kg	10 (0-0-10)	12	1955	18y 182d	18y 294d
1002	22	Gilmore, Brian	1929-12-01	188cm	86kg	10 (1-0-9)	2	1955	25y 171d	25y 241d
1011	28	Barrett, Ray	1935-01-24	196cm	86kg	10 (3-0-7)	5	1956, 1958	21y 81d	23y 155d
1059	5	Ross, Lester	1936-08-27	177cm	72kg	10 (6-0-4)	 	1959	22y 234d	22y 311d
1091	48	McMahon, Brian	1939-07-15	183cm	80kg	10 (6-0-4)	 	1962-1963	22y 364d	24y 33d
1107	38	Bartley, Dennis	1944-11-15	185cm	85kg	10 (6-0-4)	7	1964-1965	19y 190d	20y 195d
1225	42	Scott, Malcolm	1958-04-11	188cm	76kg	10 (1-0-9)	26	1979-1980	21y 87d	21y 360d
1242	23	Smedts, Alby	1952-01-09	184cm	79kg	10 (2-1-7)	 	1980-1981	28y 143d	29y 204d
1274	12	Jackson, Mark	1959-08-30	192cm	94kg	10 (1-0-9)	41	1983	23y 208d	23y 278d
1302	34	Carbone, Frank	1965-04-04	178cm	76kg	10 (1-0-9)	8	1985, 1987	19y 360d	22y 20d
1304	21	McAdam, Greg	1961-02-18	179cm	81kg	10 (1-0-9)	13	1985	24y 40d	24y 110d
1357	40	Dargie, Ian	1963-11-15	178cm	72kg	10 (2-0-8)	1	1989-1990	25y 249d	26y 199d
1464	9	Monkhorst, Damian	1969-08-21	202cm	108kg	10 (1-1-8)	 	2000	30y 204d	30y 300d
1476	26	Powell, Robert	1976-03-19	180cm	79kg	10 (2-0-8)	7	2001	25y 12d	25y 160d
1483	25	Oliver, Chris	1982-07-09	195cm	89kg	10 (2-1-7)	1	2001-2003	19y 4d	20y 340d
1492	24	Brooks, Barry	1983-12-24	198cm	97kg	10 (5-0-5)	3	2003, 2005-2007	19y 95d	23y 146d
1513	28	Clarke, Matthew	1973-09-18	200cm	100kg	10 (4-1-5)	 	2007	33y 193d	33y 340d
1554	8	Dennis-Lane, Trent	1988-08-30	181cm	75kg	10 (1-0-9)	9	2013-2014	24y 212d	25y 310d
1581	33	Goddard, Hugh	1996-08-24	196cm	94kg	10 (1-1-8)	1	2015-2016, 2018	18y 329d	21y 359d
1646	15	Dow, Paddy	1999-10-16	187cm	83kg	10 (5-0-5)	3	2024	24y 215d	24y 314d
15	 	OGrady, Joe	1872-09-15	180cm	 	9 (0-0-9)	 	1897	24y 235d	24y 326d
93	 	Park, Jim	1875-02-25	 	 	9 (0-0-9)	 	1899	24y 119d	24y 196d
139	 	OLoughlin, Mick	1876-02-12	180cm	 	9 (1-0-8)	 	1901	25y 109d	25y 165d
186	 	McLeod, George	1871-09-13	 	 	9 (5-0-4)	4	1903	31y 268d	31y 350d
212	 	Cowell, Bill	1887-02-19	 	 	9 (2-0-7)	4	1905	18y 76d	18y 167d
309	 	Edgar, Ken	1890-06-24	177cm	 	9 (1-0-8)	 	1909-1910	19y 44d	20y 22d
401	16	Martyn, Percy	1891-05-11	179cm	 	9 (4-0-5)	11	1912	20y 352d	21y 98d
429	28	Fowler, Orm	1891-12-04	173cm	 	9 (5-0-4)	11	1914-1915	22y 177d	23y 155d
555	20	Sullivan, Clarrie	1898-04-05	179cm	 	9 (2-0-7)	 	1924-1925	26y 28d	27y 55d
564	22	Gallagher, Les	1904-07-10	179cm	72kg	9 (2-0-7)	14	1924-1925	20y 2d	20y 310d
612	17	Hayhow, Syd	1906-06-29	182cm	87kg	9 (4-0-5)	 	1927	21y 3d	21y 73d
625	24	De Araugo, Maurie	1902-05-24	188cm	86kg	9 (6-0-3)	6	1928	25y 347d	26y 100d
642	30	Smith, Jack	1909-08-29	180cm	79kg	9 (4-0-5)	8	1930-1931	20y 268d	21y 358d
664	18	Whitehead, Charlie	1899-05-18	188cm	85kg	9 (2-0-7)	9	1932	32y 355d	33y 59d
668	14	Fisher, Clem	1908-02-03	185cm	 	9 (1-0-8)	4	1932	24y 143d	24y 213d
706	27	McCoy, Jack	1910-11-30	183cm	76kg	9 (4-0-5)	 	1934-1935	23y 226d	24y 267d
748	23	Andrew, George	1917-10-05	182cm	73kg	9 (7-0-2)	17	1938	20y 207d	20y 312d
800	11	Probyn, Dudley	1912-10-01	182cm	84kg	9 (5-0-4)	18	1942	29y 220d	29y 304d
803	12	Brenchley, Jack	1910-11-23	179cm	80kg	9 (4-0-5)	8	1942	31y 174d	31y 265d
828	25	Taylor, Fred	1918-12-18	170cm	69kg	9 (3-1-5)	 	1943-1944	24y 155d	25y 238d
906	9	Richardson, Tony	1925-06-28	169cm	74kg	9 (0-0-9)	5	1947-1948	22y 35d	22y 336d
935	22	Dicks, William	1930-09-16	173cm	71kg	9 (3-1-5)	9	1950-1952	19y 302d	21y 349d
938	34	Phelan, Ken	1925-11-02	184cm	82kg	9 (1-0-8)	9	1951	25y 184d	25y 303d
968	9	Pearson, Ian	1934-02-09	174cm	73kg	9 (2-0-7)	2	1953-1954	19y 68d	20y 116d
971	6	Le Nepveu, Allan	1927-10-07	177cm	71kg	9 (3-0-6)	1	1953	25y 207d	25y 291d
1029	34	Waldron, Bill	1935-02-11	183cm	75kg	9 (2-1-6)	 	1956-1957	21y 91d	22y 96d
1122	29	Baker, Ken	1944-09-09	188cm	87kg	9 (5-0-4)	 	1965-1966	20y 332d	21y 331d
1175	47	Davies, Russell	1954-02-28	175cm	76kg	9 (5-0-4)	4	1973	19y 115d	19y 185d
1176	24	Harper, Allan	1954-03-25	183cm	83kg	9 (4-0-5)	 	1973-1974	19y 90d	20y 110d
1255	30	Sutherland, Rick	1960-11-05	196cm	85kg	9 (2-0-7)	6	1981	20y 206d	20y 290d
1267	23	Allan, Steven	1956-09-22	180cm	76kg	9 (1-0-8)	2	1982	25y 221d	25y 340d
1279	47	Foyster, Mark	1964-03-09	183cm	78kg	9 (2-0-7)	2	1983-1984	19y 38d	20y 99d
1338	13	Green, Warwick	1966-12-27	194cm	84kg	9 (3-0-6)	 	1987-1988	20y 203d	21y 244d
1398	17	Wittman, Chris	1965-08-30	180cm	80kg	9 (2-0-7)	 	1993	27y 209d	27y 307d
1441	28	Elliott, Jamie	1973-02-06	185cm	85kg	9 (4-0-5)	1	1996	23y 123d	23y 194d
1444	21	Gray, Troy	1973-02-26	188cm	96kg	9 (4-0-5)	2	1997	24y 31d	24y 177d
1656	18	Carroll, Jack	2002-12-20	188cm	82kg	9 (3-0-6)	 	2025-2026	22y 163d	23y 119d
32	 	Duigan, Harry	1875-12-24	180cm	 	8 (0-0-8)	1	1897-1898	21y 184d	22y 253d
43	 	Brady, Peter	1875-05-20	 	 	8 (0-0-8)	3	1898-1899	22y 359d	24y 35d
129	 	Luck, Harry	1876-10-28	177cm	 	8 (0-0-8)	 	1901	24y 188d	24y 223d
199	 	King, Jack	1879-01-15	 	 	8 (1-0-7)	 	1904	25y 162d	25y 225d
227	 	OConnell, Ossie	1884-09-16	 	 	8 (2-0-6)	1	1905-1906	20y 274d	21y 266d
282	 	Caldwell, Arthur	1886-02-23	168cm	 	8 (2-0-6)	1	1909	23y 67d	23y 116d
296	 	Ross, Gower	1890-04-01	170cm	 	8 (1-0-7)	2	1909	19y 72d	19y 156d
297	 	Egan, Billy	1886-11-07	173cm	 	8 (1-0-7)	 	1909	22y 224d	22y 287d
354	 	Graham, Wally	1889-10-21	175cm	 	8 (1-0-7)	 	1911	21y 190d	21y 232d
357	 	Stephens, Joe	1887-07-23	 	 	8 (1-0-7)	2	1911	23y 280d	23y 329d
422	8	Farmer, Roy	1892-12-07	182cm	86kg	8 (5-0-3)	2	1914	21y 139d	21y 195d
444	27	Manson, Harold	1894-05-17	179cm	 	8 (2-0-6)	 	1915	20y 363d	21y 54d
450	12	Turnbull, Fred	1884-02-04	182cm	 	8 (3-0-5)	2	1915, 1918	31y 149d	34y 103d
463	20	Thompson, Reg	1895-04-09	175cm	 	8 (5-0-3)	4	1918-1919	23y 39d	24y 31d
491	5	Aldridge, Ivor	1899-11-13	178cm	72kg	8 (1-0-7)	2	1920-1921	20y 184d	21y 217d
492	19	Hansen, Jack	1898-02-28	177cm	 	8 (1-0-7)	4	1920	22y 77d	22y 126d
530	27	Tymms, Bill	1903-08-16	183cm	79kg	8 (2-1-5)	5	1922-1923	18y 263d	19y 262d
534	15	Morrison, Les	1895-01-25	182cm	 	8 (3-1-4)	 	1922	27y 115d	27y 192d
549	16	Dore, Fred	1903-09-04	 	 	8 (3-0-5)	1	1924	20y 235d	20y 333d
597	5	Sharpe, Lew	1906-07-14	188cm	 	8 (2-0-6)	1	1926-1927	19y 347d	20y 304d
662	8	Hugo, Roy	1909-07-17	179cm	78kg	8 (1-0-7)	2	1932	22y 288d	23y 41d
713	2	Retell, Arthur	1906-01-22	183cm	88kg	8 (4-0-4)	8	1935	29y 95d	29y 151d
730	1	Cheffers, Percy	1913-06-01	178cm	73kg	8 (5-0-3)	 	1936-1938	23y 68d	24y 361d
807	1	Hilsz, Marcel	1921-02-09	178cm	83kg	8 (4-0-4)	 	1942	21y 110d	21y 187d
813	30	Way, Neville	1924-03-16	183cm	87kg	8 (4-0-4)	7	1942	18y 96d	18y 152d
843	31	Bermingham, Brendon	1914-05-26	187cm	91kg	8 (2-1-5)	1	1944	30y 36d	30y 92d
874	15	Leslie, Max	1922-06-26	180cm	83kg	8 (2-0-6)	1	1946	23y 300d	23y 361d
947	18	McNeil, Tom	1929-06-09	178cm	66kg	8 (1-0-7)	 	1951-1952	22y 77d	23y 19d
976	22	Myers, Bob	1930-11-29	180cm	76kg	8 (2-0-6)	 	1953-1954	22y 266d	23y 265d
984	33	Cole, Des	1933-10-27	183cm	76kg	8 (1-1-6)	 	1954-1955	20y 193d	21y 171d
998	28	Reeves, John	1929-09-02	185cm	86kg	8 (1-0-7)	1	1955	25y 247d	25y 324d
1000	39	Mennie, Allan	1935-04-27	175cm	73kg	8 (0-0-8)	 	1955-1956	20y 17d	21y 64d
1005	8	Dihm, Merv	1933-09-16	185cm	78kg	8 (1-0-7)	 	1955	21y 270d	21y 324d
1066	38	Nowlan, Max	1939-03-09	183cm	83kg	8 (3-0-5)	1	1959, 1962	20y 124d	23y 113d
1077	31	Eldering, Les	1938-01-18	196cm	89kg	8 (4-0-4)	7	1960	22y 110d	22y 201d
1115	24	Bingley, John	1940-11-10	185cm	83kg	8 (6-0-2)	1	1965-1966	24y 165d	25y 318d
1116	32	Schwarzman, Ted	1946-03-08	185cm	73kg	8 (4-0-4)	 	1965, 1967	19y 61d	21y 94d
1203	44	Williams, Craig	1954-08-14	187cm	81kg	8 (2-1-5)	5	1977	22y 266d	22y 322d
1385	10	Flanigan, Darren	1962-03-08	200cm	105kg	8 (5-0-3)	4	1992	30y 14d	30y 118d
1428	40	Kennedy, Mark	1972-05-24	185cm	87kg	8 (4-0-4)	 	1995	22y 333d	23y 101d
1453	45	Cranage, Sam	1979-04-27	185cm	79kg	8 (3-0-5)	1	1998-2000	19y 103d	21y 93d
1462	14	Charles, Sean	1975-05-18	175cm	76kg	8 (1-0-7)	6	2000	24y 299d	25y 79d
